title,genre,director1,director2,actor1,actor2,actor3,actor4,box_office,imdb_rating,imdb_votes,yr
Mr. & Mrs. Khiladi,Comedy- Drama- Romance,DavidDhawan,.,AkshayKumar,JuhiChawla,PareshRawal,AnilDhawan,.,6.4,5513,1997
City of Industry,Crime- Drama- Thriller,JohnIrvin,.,HarveyKeitel,StephenDorff,TimothyHutton,FamkeJanssen,1495332,6.1,5452,1997
Most Wanted,Action- Thriller,DavidHogan,.,KeenenIvoryWayans,JonVoight,RobertKotecki,RickCramer,6320276,5.6,5392,1997
Trojan War,Comedy,GeorgeHuang,.,WillFriedle,JenniferLoveHewitt,MarleyShelton,DannyMasterson,309,5.7,5358,1997
Retroactive,Action- Crime- Drama,LouisMorneau,.,JimBelushi,KylieTravis,ShannonWhirry,FrankWhaley,.,6.2,5333,1997
Twin Town,Comedy- Drama,KevinAllen,.,LlyrIfans,RhysIfans,DorienThomas,DougrayScott,74188,6.8,5317,1997
FairyTale: A True Story,Drama- Family- Fantasy,CharlesSturridge,.,PaulMcGann,FlorenceHoath,ElizabethEarl,HarveyKeitel,14036249,6.4,5239,1997
The MatchMaker,Comedy- Romance,MarkJoffe,.,JaneaneGarofalo,DavidO'Hara,MiloO'Shea,JayO.Sanders,3376403,6.5,5227,1997
Anna Karenina,Drama- Romance,BernardRose,.,SophieMarceau,SeanBean,AlfredMolina,MiaKirshner,791830,6.4,5220,1997
The Eel,Drama,ShôheiImamura,.,KôjiYakusho,MisaShimizu,MitsukoBaishô,AkiraEmoto,413793,7.4,5134,1997
The Sixth Man,Comedy- Drama- Fantasy,RandallMiller,.,MarlonWayans,KadeemHardison,DavidPaymer,MichaelMichele,14708874,5.7,5132,1997
Drive,Action- Adventure- Sci-Fi,SteveWang,.,MarkDacascos,KadeemHardison,JohnPyper-Ferguson,BrittanyMurphy,.,6.8,4996,1997
Kiler,Action- Comedy- Crime,JuliuszMachulski,.,CezaryPazura,MalgorzataKozuchowska,JerzyStuhr,JanuszRewinski,.,7.6,4971,1997
A Simple Wish,Comedy- Family- Fantasy,MichaelRitchie,.,MartinShort,MaraWilson,RobertPastorelli,RubyDee,8119205,5.4,4899,1997
A Thousand Acres,Drama,JocelynMoorhouse,.,MichellePfeiffer,JessicaLange,JenniferJasonLeigh,JasonRobards,7928412,6.1,4835,1997
Paradise Road,Drama- History- War,BruceBeresford,.,GlennClose,FrancesMcDormand,PaulineCollins,CateBlanchett,1921471,6.8,4822,1997
Career Girls,Comedy- Drama,MikeLeigh,.,KatrinCartlidge,LyndaSteadman,KateByers,MarkBenton,2506039,7.1,4708,1997
Judwaa,Action- Comedy- Drama,DavidDhawan,.,SalmanKhan,KarismaKapoor,Rambha,KaderKhan,.,6,4641,1997
B*A*P*S,Comedy,RobertTownsend,.,HalleBerry,NatalieDesselleReid,MartinLandau,IanRichardson,7240837,4.6,4633,1997
The Thief,Crime- Drama,PavelChukhray,.,VladimirMashkov,YekaterinaRednikova,MikhailFilipchuk,DimaChigaryov,1126115,7.7,4556,1997
Truth or Consequences N.M.,Action- Crime- Drama,KieferSutherland,.,KieferSutherland,KimDickens,VincentGallo,MykeltiWilliamson,54154,6.3,4498,1997
The End of Violence,Drama- Thriller,WimWenders,.,TraciLind,RosalindChao,BillPullman,AndieMacDowell,283033,5.6,4492,1997
Clockwatchers,Comedy- Drama,JillSprecher,.,ToniCollette,ParkerPosey,LisaKudrow,AlannaUbach,444354,6.5,4376,1997
Four Days in September,Action- Drama- History,BrunoBarreto,.,AlanArkin,PedroCardoso,FernandaTorres,LuizFernandoGuimarães,310724,7.4,4234,1997
Shadow Conspiracy,Action- Thriller,GeorgeP.Cosmatos,.,CharlieSheen,DonaldSutherland,LindaHamilton,StephenLang,2154540,4.9,4205,1997
Winter Sleepers,Drama- Romance- Thriller,TomTykwer,.,UlrichMatthes,Marie-LouSellem,FlorianeDaniel,HeinoFerch,316431,7.2,4189,1997
Gupt: The Hidden Truth,Action- Crime- Drama,RajivRai,.,BobbyDeol,ManishaKoirala,Kajol,PremChopra,.,7.3,4137,1997
Airbag,Action- Comedy- Crime,JuanmaBajoUlloa,.,KarraElejalde,FernandoGuillénCuervo,AlbertoSanJuan,ManuelManquiña,.,6.8,4116,1997
Face,Crime- Drama- Thriller,AntoniaBird,.,RobertCarlyle,RayWinstone,SteveSweeney,GerryConlon,.,6.7,4050,1997
Iruvar,Biography- Drama,ManiRatnam,.,Mohanlal,PrakashRaj,AishwaryaRaiBachchan,Gautami,.,8.5,4023,1997
Mean Guns,Action- Crime- Thriller,AlbertPyun,.,ChristopherLambert,Ice-T,MichaelHalsey,DeborahVanValkenburgh,.,5.6,4010,1997
Another Nine & a Half Weeks,Drama- Romance,AnneGoursaud,.,MickeyRourke,AgathedeLaFontaine,AngieEverhart,StevenBerkoff,.,2.9,3906,1997
Firelight,Romance- Drama,WilliamNicholson,.,SophieMarceau,StephenDillane,DominiqueBelcourt,KevinAnderson,784419,7.2,3878,1997
That Darn Cat,Action- Comedy- Crime,BobSpiers,.,ChristinaRicci,DougE.Doug,DeanJones,GeorgeDzundza,18301610,4.7,3772,1997
Leave It to Beaver,Comedy- Family,AndyCadiff,.,ChristopherMcDonald,JanineTurner,CameronFinley,ErikvonDetten,10713605,5.1,3755,1997
Same Old Song,Comedy- Drama- Musical,AlainResnais,.,PierreArditi,SabineAzéma,Jean-PierreBacri,AndréDussollier,32443,7.3,3712,1997
The Real Blonde,Comedy- Drama- Romance,TomDiCillo,.,MatthewModine,CatherineKeener,DarylHannah,MaxwellCaulfield,247745,6,3706,1997
Love and Death on Long Island,Comedy- Drama,RichardKwietniowski,.,JohnHurt,JasonPriestley,FionaLoewi,SheilaHancock,2542264,6.9,3688,1997
La vérité si je mens!,Comedy- Romance,ThomasGilou,.,RichardAnconina,RichardBohringer,AmiraCasar,VincentElbaz,.,6.3,3665,1997
Martín (Hache),Drama,AdolfoAristarain,.,FedericoLuppi,JuanDiegoBotto,EusebioPoncela,CeciliaRoth,.,7.6,3621,1997
Plump Fiction,Comedy- Crime,BobKoherr,.,TommyDavidson,JulieBrown,PaulDinello,SandraBernhard,71145,2.7,3510,1997
Love Jones,Drama- Romance,TheodoreWitcher,.,LarenzTate,NiaLong,IsaiahWashington,LisaNicoleCarson,12514138,7.5,3492,1997
Campfire Tales,Horror,MattCooper,MartinKunert,JamesMarsden,AmySmart,FrederickLawrence,ChristopherMasterson,.,5.9,3489,1997
Mother and Son,Drama,AleksandrSokurov,.,AlekseiAnanishnov,GudrunGeyer,.,.,.,7.4,3429,1997
Kasaba,Drama,NuriBilgeCeylan,.,MehmetEminToprak,HavvaSaglam,CihatBütün,FatmaCeylan,.,7,3382,1997
That Old Feeling,Comedy- Romance,CarlReiner,.,BetteMidler,DennisFarina,PaulaMarshall,GailO'Grady,16325542,6.2,3331,1997
Mrs Dalloway,Drama- Romance,MarleenGorris,.,VanessaRedgrave,NataschaMcElhone,MichaelKitchen,AlanCox,3263672,6.7,3311,1997
Kleines Arschloch,Animation- Comedy,MichaelSchaack,VeitVollmer,IlonaSchulz,HelgeSchneider,ArneElsholtz,KathrinAckermann,.,5.7,3292,1997
Kummeli kultakuume,Comedy,MattiGrönberg,.,HeikkiHela,HeikkiSilvennoinen,TimoKahilainen,HeikkiVihinen,.,7.3,3270,1997
Didier,Comedy- Fantasy- Sport,AlainChabat,.,Elliot,CarolineCellier,Jean-PierreBacri,PascalGennesseaux,.,6.2,3268,1997
Once Upon a Time in China and America,Action- Adventure- History,SammoKam-BoHung,.,JetLi,RosamundKwan,XinXinXiong,Kwok-PongChan,.,6.4,3253,1997
Masterminds,Action- Comedy- Thriller,RogerChristian,.,PatrickStewart,VincentKartheiser,BrendaFricker,BradleyWhitford,1890472,5.2,3253,1997
An Alan Smithee Film: Burn Hollywood Burn,Comedy,ArthurHiller,.,RyanO'Neal,Coolio,ChuckD,EricIdle,45779,3.5,3209,1997
Love! Valour! Compassion!,Comedy- Drama- Romance,JoeMantello,.,JasonAlexander,StephenSpinella,StephenBogardus,RandyBecker,2874242,7,3175,1997
Le pari,Comedy,DidierBourdon,BernardCampan,DidierBourdon,BernardCampan,IsabelleFerron,IsabelOtero,.,6.2,3157,1997
The Wrong Guy,Comedy- Thriller,DavidSteinberg,.,DaveFoley,DavidAnthonyHiggins,JenniferTilly,JoeFlaherty,.,6.9,3152,1997
Afterglow,Comedy- Drama- Romance,AlanRudolph,.,NickNolte,JulieChristie,LaraFlynnBoyle,JonnyLeeMiller,2441642,6.1,3136,1997
Leila,Drama- Family- Romance,DariushMehrjui,.,LeilaHatami,AliMosaffa,JamilehSheikhi,MohamadRezaSharifinia,50133,7.6,3117,1997
The Winter Guest,Drama,AlanRickman,.,PhyllidaLaw,EmmaThompson,SheilaReid,SandraVoe,776332,7,3113,1997
Le bossu,Drama- Adventure,PhilippedeBroca,.,DanielAuteuil,FabriceLuchini,VincentPerez,MarieGillain,96750,6.9,3106,1997
Roseanna's Grave,Comedy- Romance- Drama,PaulWeiland,.,JeanReno,MercedesRuehl,PollyWalker,MarkFrankel,72588,7.2,3097,1997
Osobennosti natsionalnoy rybalki,Comedy,AleksandrRogozhkin,.,AlekseyBuldakov,ViktorBychkov,SemyonStrugachyov,SergeyRusskin,.,7.2,3077,1997
The Harmonists,Biography- Drama- Music,JosephVilsmaier,.,BenBecker,HeinoFerch,UlrichNoethen,HeinrichSchafmeister,479828,7.1,3037,1997
Metroland,Comedy- Drama,PhilipSaville,.,ChristianBale,LeeRoss,EmilyWatson,ElsaZylberstein,299463,6.4,3033,1997
All Over Me,Crime- Drama- Romance,AlexSichel,.,AlisonFolland,TaraSubkoff,ColeHauser,WilsonCruz,150646,6.4,3022,1997
Washington Square,Drama- Romance,AgnieszkaHolland,.,JenniferJasonLeigh,AlbertFinney,MaggieSmith,BenChaplin,1710693,6.7,3013,1997
Incognito,Crime- Thriller,JohnBadham,.,JasonPatric,IrèneJacob,ThomasLockyer,IanRichardson,.,6.6,3013,1997
Chinese Box,Drama- Romance,WayneWang,.,JeremyIrons,LiGong,MaggieCheung,MichaelHui,2195190,6.3,2983,1997
Meet Wally Sparks,Comedy,PeterBaldwin,.,RodneyDangerfield,DebiMazar,DavidOgdenStiers,BurtReynolds,3999612,5.3,2957,1997
The Manson Family,Crime- Drama- History,JimVanBebber,.,MarceloGames,MarcPitman,LeslieOrr,MaureenAllisse,19140,5.5,2950,1997
Swept from the Sea,Drama- Mystery- Romance,BeebanKidron,.,RachelWeisz,VincentPerez,IanMcKellen,KathyBates,283081,6.8,2946,1997
Ballermann 6,Comedy,GernotRoll,TomGerhardt,TomGerhardt,HilmiSözer,DianaFrank,ChristophM.Ohrt,.,5.1,2860,1997
Bandits,Drama- Music,KatjavonGarnier,.,KatjaRiemann,JasminTabatabai,NicoletteKrebitz,JuttaHoffmann,24187,6.4,2808,1997
Eight Days a Week,Comedy- Romance,MichaelDavis,.,JoshuaSchaefer,KeriRussell,R.D.Robb,MarkL.Taylor,26347,6.3,2806,1997
The Ugly,Drama- Horror- Thriller,ScottReynolds,.,PaoloRotondo,PaulGlover,ChrisGraham,DarienTakle,.,6.1,2802,1997
The Hanging Garden,Drama- Romance,ThomFitzgerald,.,ChrisLeavins,KerryFox,IanParsons,PeterMacNeill,925756,6.8,2710,1997
Adam & Eva,Comedy- Drama- Romance,MånsHerngren,HannesHolm,BjörnKjellman,JosefinNilsson,TintinAnderzon,JacobEricksson,.,5.8,2710,1997
Zeus and Roxanne,Adventure- Comedy- Family,GeorgeMiller,.,SteveGuttenberg,KathleenQuinlan,ArnoldVosloo,DawnMcMillan,7183046,5.3,2703,1997
Hardboiled Egg,Comedy- Drama,PaoloVirzì,.,EdoardoGabbriellini,MalcolmLunghi,ReginaOrioli,AlessioFantozzi,.,7.3,2685,1997
Warriors of Virtue,Action- Adventure- Fantasy,RonnyYu,.,AngusMacfadyen,MarioYedidia,MarleyShelton,ChaoLiChi,6448817,4.7,2663,1997
Aaram Thamburan,Action- Drama,ShajiKailas,.,Mohanlal,ManjuWarrier,KuthiravattamPappu,NarendraPrasad,.,8,2615,1997
Breaking Up,Comedy- Drama- Romance,RobertGreenwald,.,RussellCrowe,SalmaHayek,AbrahamAlvarez,CarloCorazon,11690,4.9,2615,1997
Best Men,Action- Comedy- Crime,TamraDavis,.,DeanCain,AndyDick,SeanPatrickFlanery,MitchellWhitfield,.,5.7,2575,1997
All Stars,Comedy- Drama- Sport,JeanvandeVelde,.,DannydeMunk,AntonieKamerling,DaniëlBoissevain,PeterPaulMuller,.,7.2,2548,1997
'Til There Was You,Romance- Comedy,ScottWinant,.,JeanneTripplehorn,DylanMcDermott,JohnPlumpis,JanelMoloney,3478370,4.8,2548,1997
Photographing Fairies,Drama- Fantasy- Mystery,NickWilling,.,TobyStephens,EmilyWoof,BenKingsley,FrancesBarber,.,6.8,2509,1997
Men with Guns,Adventure- Drama,JohnSayles,.,FedericoLuppi,DamiánDelgado,DanRiveraGonzález,TaniaCruz,742032,7.6,2504,1997
Bleeders,Horror,PeterSvatek,.,GillianFerrabee,PascalGruselle,RoyDupuis,KristinLehman,.,4.1,2484,1997
Stjerner uden hjerner,Comedy,KasperWedendahl,.,TimmVladimir,GordonKennedy,BerteFischer-Hansen,HenrikLykkegaard,.,1.8,2416,1997
Digging to China,Drama,TimothyHutton,.,EvanRachelWood,KevinBacon,MaryStuartMasterson,MarianSeldes,33556,6.9,2384,1997
He liu,Drama- Romance,Ming-liangTsai,.,TienMiao,Kang-shengLee,Yi-ChingLu,AnnHui,.,7.2,2383,1997
The Peacekeeper,Action,FrédéricForestier,.,DolphLundgren,MichaelSarrazin,MontelWilliams,RoyScheider,.,5,2376,1997
Buddy,Adventure- Comedy- Drama,CarolineThompson,.,ReneRusso,RobbieColtrane,AlanCumming,IrmaP.Hall,10005081,4.9,2373,1997
The Myth of Fingerprints,Comedy- Drama- Romance,BartFreundlich,.,JulianneMoore,RoyScheider,NoahWyle,RandeeAllen,458815,6,2321,1997
TwentyFourSeven,Comedy- Drama- Romance,ShaneMeadows,.,BobHoskins,DannyNussbaum,Toby,BruceJones,.,7.1,2312,1997
Star Kid,Adventure- Family- Sci-Fi,MannyCoto,.,JosephMazzello,JoeySimmrin,AlexDaniels,ArthurBurghardt,7015240,5.3,2299,1997
The Life of Jesus,Drama- Romance,BrunoDumont,.,DavidDouche,MarjorieCottreel,KaderChaatouf,SébastienDelbaere,.,7,2299,1997
Virasat,Drama- Family- Musical,Priyadarshan,.,AnilKapoor,Tabu,PoojaBatra,MilindGunaji,.,7.5,2275,1997
Destiny,Comedy- Drama- History,YoussefChahine,.,NourEl-Sherif,HaniSalama,MahmoodHemaidah,LaylaOlwi,.,7.2,2271,1997
Rurôni Kenshin: Ishin shishi e no Requiem,Animation- Action- Drama,TsujiHajiki,.,MayoSuzukaze,J.ShanonWeaver,MikiFujitani,JudsonJones,.,7.5,2246,1997
A miniszter félrelép,Comedy,AndrásKern,RóbertKoltai,AndrásKern,RóbertKoltai,SándorGáspár,JuditHernádi,.,6.7,2234,1997
Guru,Drama- Fantasy,RajivAnchal,.,Mohanlal,SureshGopi,Madhupal,Kaveri,.,8.5,2224,1997
Ayneh,Drama,JafarPanahi,.,MinaMohammadKhani,AidaMohammadkhani,KazemMojdehi,NaserOmuni,44970,7.5,2207,1997
Still Breathing,Comedy- Drama- Romance,JamesF.Robinson,.,BrendanFraser,JoannaGoing,LouRawls,StevenLambert,212267,6.7,2191,1997
Touch,Comedy- Drama- Romance,PaulSchrader,.,BridgetFonda,ChristopherWalken,SkeetUlrich,LLCoolJ,408097,5.6,2163,1997
The Blackout,Drama- Mystery- Thriller,AbelFerrara,.,MatthewModine,ClaudiaSchiffer,BéatriceDalle,SarahLassez,.,5.4,2145,1997
Hero No. 1,Comedy- Drama- Musical,DavidDhawan,.,Govinda,KarismaKapoor,KaderKhan,PareshRawal,.,6.1,2135,1997
Behind the Lines,Biography- Drama- History,GilliesMacKinnon,.,JonathanPryce,JamesWilby,JonnyLeeMiller,StuartBunce,19273,7,2118,1997
Fakin' Da Funk,Comedy,TimothyA.Chey,.,ErnieHudson,PamGrier,MargaretCho,DanteBasco,.,7,2108,1997
The Tango Lesson,Drama- Music- Romance,SallyPotter,.,SallyPotter,PabloVerón,MorganeMaugran,GéraldineMaillet,1300000,6.8,2102,1997
Deewana Mastana,Comedy- Romance,DavidDhawan,.,AnilKapoor,Govinda,JuhiChawla,JohnnyLever,.,6.7,2098,1997
La buena estrella,Drama,RicardoFranco,.,AntonioResines,MaribelVerdú,JordiMollà,ElviraMínguez,.,7.1,2077,1997
Sara,Action- Crime- Drama,MaciejSlesicki,.,BoguslawLinda,AgnieszkaWlodarczyk,CezaryPazura,MarekPerepeczko,.,6.5,2074,1997
Gokudô kuroshakai,Crime- Drama,TakashiMiike,.,ShôAikawa,LiWeiChang,ShihChang,XianmeiChen,.,7.1,2041,1997
Telling Lies in America,Drama- Music,GuyFerland,.,KevinBacon,BradRenfro,MaximilianSchell,CalistaFlockhart,252318,6.2,2020,1997
Rossini,Comedy,HelmutDietl,.,GötzGeorge,MarioAdorf,HeinerLauterbach,GudrunLandgrebe,.,6.4,1973,1997
Les Boys,Comedy- Drama- Sport,LouisSaia,.,MarcMessier,RémyGirard,PatrickHuard,SergeThériault,4602341,6.6,1952,1997
Meitantei Conan: Tokei-jikake no matenrou,Animation- Adventure- Crime,KenjiKodama,.,MinamiTakayama,KappeiYamaguchi,WakanaYamazaki,AkiraKamiya,.,7.4,1945,1997
Prince Valiant,Adventure- Fantasy- Romance,AnthonyHickox,.,StephenMoyer,KatherineHeigl,ThomasKretschmann,EdwardFox,.,5.1,1945,1997
Little Ghost,Family- Fantasy,LindaShayne,.,KristinaWayborn,JimFitzpatrick,SallyKirkland,LauraBruneau,.,6.5,1945,1997
Judaai,Drama- Romance,RajKanwar,.,AnilKapoor,Sridevi,UrmilaMatondkar,PareshRawal,.,6.1,1939,1997
The Swindle,Comedy- Crime- Thriller,ClaudeChabrol,.,IsabelleHuppert,MichelSerrault,FrançoisCluzet,Jean-FrançoisBalmer,231417,6.5,1938,1997
Bliss,Drama- Romance,LanceYoung,.,CraigSheffer,TerenceStamp,SherylLee,CaseySiemaszko,207751,6,1934,1997
The Last Time I Committed Suicide,Biography- Romance,StephenKay,.,ThomasJane,KeanuReeves,AdrienBrody,JohnDoe,46362,5.7,1932,1997
Artemisia,Biography- Drama- History,AgnèsMerlet,.,ValentinaCervi,MichelSerrault,Predrag'Miki'Manojlovic,LucaZingaretti,377512,6.6,1928,1997
Little Boy Blue,Drama,AntonioTibaldi,.,RyanPhillippe,NastassjaKinski,JohnSavage,ShirleyKnight,.,6.3,1927,1997
Junk Mail,Comedy- Thriller,PålSletaune,.,RobertSkjærstad,AndrineSæther,PerEgilAske,EliAnneLinnestad,.,6.7,1926,1997
See the Sea,Thriller,FrançoisOzon,.,SashaHails,MarinadeVan,Samantha,PaulRaoux,49476,6.9,1911,1997
Kiss Me Guido,Comedy,TonyVitale,.,NickScotti,AnthonyBarrile,AnthonyDeSando,CraigChester,1828284,6,1901,1997
I Went Down,Action- Comedy- Crime,PaddyBreathnach,.,BrendanGleeson,PeterMcDonald,AntoineByrne,DavidWilmot,405297,6.9,1879,1997
Assassin(s),Drama- Crime,MathieuKassovitz,.,MichelSerrault,MathieuKassovitz,MehdiBenoufa,RobertGendreu,.,6.5,1844,1997
Hugo Pool,Comedy- Romance,RobertDowneySr.,.,AlyssaMilano,MarkBooneJunior,MalcolmMcDowell,BrendanDawson,3620,5.1,1819,1997
Heung Gong jai jo,Comedy- Crime- Drama,FruitChan,.,SamLee,NeikyHui-ChiYim,WendersLi,Ka-ChuenTam,.,7.5,1816,1997
The Perfect Circle,Drama- War,AdemirKenovic,.,MustafaNadarevic,AlmedinLeleta,AlmirPodgorica,JosipPejakovic,.,8.1,1810,1997
Chicago Cab,Comedy- Drama,MaryCybulski,JohnTintori,PaulDillon,TimGamble,OliviaTrevino,MoiraSinise,4485,6.4,1792,1997
Office Killer,Comedy- Crime- Horror,CindySherman,.,CarolKane,MollyRingwald,JeanneTripplehorn,BarbaraSukowa,37446,5.1,1786,1997
Dangerous Ground,Action- Crime- Drama,DarrellRoodt,.,IceCube,ElizabethHurley,ThokozaniNkosi,RonSmerczak,5079851,4.5,1776,1997
Heaven's Burning,Action- Crime- Drama,CraigLahiff,.,RussellCrowe,YûkiKudô,KenjiIsomura,RayBarrett,.,5.7,1756,1997
Going All the Way,Comedy- Drama,MarkPellington,.,JeremyDavies,BenAffleck,AmyLocane,RoseMcGowan,86175,5.6,1755,1997
Csinibaba,Comedy- Musical,PéterTímár,.,JánosGálvölgyi,SándorAlmási,AnitaTóth,GáborReviczky,.,7.4,1751,1997
Praxis Dr. Hasenbein,Comedy,HelgeSchneider,.,HelgeSchneider,PeterBerling,AndreasKunze,HorstMendroch,.,7,1741,1997
Mr. Jealousy,Comedy- Romance,NoahBaumbach,.,EricStoltz,AnnabellaSciorra,ChrisEigeman,CarlosJacott,287752,6.4,1726,1997
Welcome to Woop Woop,Adventure- Comedy- Fantasy,StephanElliott,.,JohnathonSchaech,RodTaylor,SusiePorter,DeeSmart,35471,5.8,1709,1997
Traveller,Crime- Drama- Romance,JackN.Green,.,BillPaxton,MarkWahlberg,JuliannaMargulies,JamesGammon,500649,6.1,1692,1997
Das Leben ist eine Baustelle.,Comedy- Drama,WolfgangBecker,.,JürgenVogel,ChristianePaul,RickyTomlinson,HristinaPapamihou,.,7.2,1680,1997
Arunachalam,Action- Comedy- Drama,SundarC.,.,Rajinikanth,Soundarya,Rambha,Jaishankar,.,7.3,1651,1997
Critical Care,Comedy- Drama,SidneyLumet,.,JamesSpader,KyraSedgwick,HelenMirren,AnneBancroft,141853,5.9,1646,1997
Dream with the Fishes,Comedy- Drama,FinnTaylor,.,DavidArquette,BradHunt,CathyMoriarty,KathrynErbe,464655,7.1,1645,1997
Fall,Drama- Romance,EricSchaeffer,.,EricSchaeffer,AmandaDeCadenet,RudolfMartin,FrancieSwift,.,6.1,1635,1997
Secrets of the Heart,Drama,MontxoArmendáriz,.,CarmeloGómez,CharoLópez,SilviaMunt,VickyPeña,.,7.1,1619,1997
Do koske,Action,SlobodanSkerlic,.,LazarRistovski,NikolaDjuricko,NebojsaGlogovac,BojanaMaljevic,.,6.9,1618,1997
Xiao Wu,Drama,ZhangkeJia,.,HongweiWang,HongjianHao,BaitaoZuo,MaJinrei,.,7.4,1613,1997
I Married a Strange Person!,Animation- Comedy- Drama,BillPlympton,.,CharisMichelsen,TomLarson,RichardSpore,ChrisCooke,203134,7,1613,1997
Les randonneurs,Comedy- Romance,PhilippeHarel,.,BenoîtPoelvoorde,KarinViard,GéraldinePailhas,PhilippeHarel,.,5.9,1609,1997
The Locusts,Drama,JohnPatrickKelley,.,KateCapshaw,JeremyDavies,VinceVaughn,AshleyJudd,10082,6.2,1589,1997
Bad Day on the Block,Drama- Thriller,CraigR.Baxley,.,CharlieSheen,MareWinningham,DavidAndrews,NoahFleiss,.,5.3,1578,1997
Knoflíkári,Comedy,PetrZelenka,.,PavelZajicek,JanHaubert,SeisukeTsukahara,MotohiroHosoya,.,7.4,1571,1997
The Wax Mask,Horror,SergioStivaletti,.,RobertHossein,RominaMondello,RiccardoServentiLonghi,GabriellaGiorgelli,.,5.7,1550,1997
Defying Gravity,Drama- Romance- Sport,JohnKeitel,.,DanielChilson,NiklausLange,DonHandfield,LinnaCarter,.,6.5,1545,1997
My Son the Fanatic,Comedy- Drama- Romance,UdayanPrasad,.,OmPuri,RachelGriffiths,AkbarKurtha,StellanSkarsgård,408339,6.8,1517,1997
Annamayya,Biography- History- Musical,K.RaghavendraRao,.,NagarjunaAkkineni,Suman,Bhanupriya,MohanBabu,.,8,1509,1997
It's in the Water,Comedy- Romance,KelliHerd,.,KeriJoChapman,TeresaGarrett,DerrickSanders,TimothyVahle,.,6.1,1508,1997
Posutoman burusu,Crime- Drama- Action,SABU,.,Shin'ichiTsutsumi,KeisukeHoribe,RenOsugi,KyôkoTôyama,.,7.4,1506,1997
The Truce,Drama- War,FrancescoRosi,.,JohnTurturro,RadeSerbedzija,MassimoGhini,StefanoDionisi,71448,6.6,1499,1997
You hua hao hao shuo,Comedy,YimouZhang,.,RongChang,XudongDu,QingzhuoFang,BiaoFu,.,7.2,1497,1997
Ashes of Paradise,Crime- Drama- Mystery,MarceloPiñeyro,.,HéctorAlterio,CeciliaRoth,LeonardoSbaraglia,DanielKuzniecka,.,7.5,1496,1997
I Think I Do,Comedy- Romance,BrianSloan,.,AlexisArquette,ChristianMaelen,LunaLaurenVelez,JamieHarrold,344665,6.6,1494,1997
Keys to Tulsa,Crime- Drama- Thriller,LeslieGreif,.,EricStoltz,JamesSpader,DeborahKaraUnger,JoannaGoing,.,5.1,1492,1997
Marius and Jeannette,Comedy- Drama- Romance,RobertGuédiguian,.,ArianeAscaride,GérardMeylan,PascaleRoberts,JacquesBoudet,284607,6.9,1478,1997
Niagara Niagara,Drama- Romance,BobGosse,.,RobinTunney,HenryThomas,MichaelParks,StephenLang,168462,7.1,1477,1997
Kaadhalukku Mariyaadai,Drama- Romance,Fazil,.,JosephVijay,Shalini,Charlie,Dhamu,.,7.6,1476,1997
Commandments,Comedy- Drama- Romance,DanielTaplitz,.,AidanQuinn,CourteneyCox,AnthonyLaPaglia,ShirlBernheim,488419,5.5,1474,1997
The Serpent's Kiss,Drama,PhilippeRousselot,.,EwanMcGregor,GretaScacchi,PetePostlethwaite,RichardE.Grant,.,5.7,1473,1997
The Education of Little Tree,Drama,RichardFriedenberg,.,JamesCromwell,JosephAshton,TantooCardinal,MikaBoorem,119254,7.2,1468,1997
The Eighteenth Angel,Horror- Mystery- Thriller,WilliamBindley,.,ChristopherMcDonald,RachaelLeighCook,StanleyTucci,WendyCrewson,.,5,1458,1997
Joyride,Comedy- Crime- Drama,QuintonPeeples,.,TobeyMaguire,AmyHathaway,WilsonCruz,ChristinaZilber,.,5,1455,1997
Strays,Drama,VinDiesel,.,VinDiesel,JoeyDedio,T.K.Kirkland,MikeEpps,.,5.7,1429,1997
Julian Po,Comedy- Drama,AlanWade,.,ChristianSlater,RobinTunney,MichaelParks,CherryJones,33148,6,1416,1997
Nattbuss 807,Crime- Drama,DavidFlamholc,.,JonteHalldén,ChristianMoscoso,JennyLindroth,JohanSvangren,.,4.9,1415,1997
Tic Tac,Drama- Thriller,DanielAlfredson,.,OliverLoftéen,TuvaNovotny,JacobNordenson,TintinAnderzon,.,6.6,1386,1997
Premutos - Der gefallene Engel,Comedy- Horror,OlafIttenbach,.,AndréStryi,ChristopherStacey,EllaWellmann,AnkeFabré,.,5.4,1385,1997
Rajio no jikan,Comedy,KôkiMitani,.,ToshiakiKarasawa,KyôkaSuzuki,MasahikoNishimura,KeikoToda,11507,7.8,1381,1997
Ziddi,Action- Drama,GudduDhanoa,.,SunnyDeol,RaveenaTandon,AnupamKher,AshishVidyarthi,.,5.7,1377,1997
Suen sei cho,Comedy- Drama,JoeMa,.,StephenChow,EricKot,ChingmyYau,KarenMok,.,6.2,1336,1997
Six Ways to Sunday,Comedy- Crime- Drama,AdamBernstein,.,NormanReedus,DebbieHarry,AdrienBrody,PaulD'Amato,51617,6.3,1325,1997
Un amour de sorcière,Adventure- Comedy- Fantasy,RenéManzor,.,VanessaParadis,GilBellows,JeanReno,JeanneMoreau,.,5.2,1320,1997
